ymbky,0,1990-01-01,1
fslz,0,1990-01-01,7
gsty,1,2017-07-29,-1
nwssszq,0,1990-01-01,2
bzbs,0,1990-01-01,10
hxxlyhjh,0,1990-01-01,10
fsbtdcq,0,1990-01-01,268
jhsr,0,1990-01-01,11
njdzjcgdspmbm,0,1990-01-01,18
bjdbz,1,2017-07-29,-1
awj,0,1990-01-01,13
fhfdfgj,0,1990-01-01,2
whks,0,1990-01-01,3
djsb,2,2017-07-29,-1
yywm,0,1990-01-01,1
szbnqb,1,2017-07-29,-1
alhakb,1,2017-07-29,-1
sszz,1,2017-07-31,-1
rbzj,3,2017-08-02,-1
wyzswzh,1,2017-08-02,-1
gyddw,0,1990-01-01,2
jjddw,2,2017-08-02,-1
ssswjhhxxy,0,1990-01-01,2
bwsdklr,1,2017-08-04,-1
djyd,1,2017-08-08,-1
