ymbky,0,1990-01-01,1
fsbtdcq,0,1990-01-01,1475
jhsr,0,1990-01-01,19
nwssszq,0,1990-01-01,0
hxxlyhjh,0,1990-01-01,37
njdzjcgdspmbm,0,1990-01-01,69
gyddw,0,1990-01-01,5
fslz,1,2018-03-10,8
bzbs,0,1990-01-01,55
whks,0,1990-01-01,7
awj,1,2018-04-27,89
alhakb,12,2017-07-30,-1
djsb,5,2017-07-30,-1
rbzj,9,2017-07-30,-1
dsrsdf,3,2017-07-31,-1
zlpccz,1,2017-07-31,-1
tsqb,5,2017-07-31,-1
zswzgyddf,5,2017-08-02,-1
sszz,8,2017-08-02,-1
bwsdklr,8,2017-08-02,-1
ssswjhhxxy,4,2017-08-04,2
fhfdfgj,0,1990-01-01,6
yywm,0,1990-01-01,4
wyzswzh,3,2017-08-07,-1
dbdj,1,2017-08-07,-1
ndjswd,4,2017-12-10,-1
mydnl,2,2018-01-05,-1
jdyzl,1,2018-03-10,-1
jydldbyj,0,1990-01-01,2
dswjj,1,2018-04-25,-1
jpbjzd,1,2018-04-27,-1
gsty,1,2018-04-28,-1
djyd,1,2018-05-06,-1
hyldzzzd,2,2018-05-10,-1
jjddw,1,2018-05-10,-1
